Almonds,Amaranthus Leaves,Amla,Apple,Apple Ber,Apricot,Arugula,Ash Gourd,Asparagus,Avocado,Baby Corn,Banana,Banana Leaf,Banana Stem,Basil Leaves,Beans,Beetroot,Bell Pepper,Bitter Gourd,Blueberry,Bok Choy,Bottle Gourd,Brinjal,Brinjal (Bharta),Broad Beans,Broccoli,Cabbage,Capsicum,Carrot,Cauliflower,Celery,Cherry,Chilli,Chow Chow,Cluster Beans,Coccinea,Coconut,Colocasia,Combo,Coriander,Corn,Cowpea Beans,Cucumber,Curry Leaves,Custard Apple,Dates,Dill Leaves,Dragon Fruit,Dried Apricots,Drumstick,Fenugreek,Fig,Flower,Flower String,Flowers,Flowers & Greens,French Beans,Fruit,Gaath Gobhi,Garlic,Ginger,Gongura,Grapefruit,Grapes,Green Chana,Groundnut,Guava,Haricot Beans,Indian Pear,Ivy Gourd,Jackfruit,Java Plum,Kachalu,Kale Leaves,Karonda,Kiwi,Lady Finger,Leaf,Leafy Mix,Leaves,Leek,Lemon,Lemongrass,Lettuce,Litchi,Longan,Lotus Stem,Mango,Mint Leaves,Mix,Mushroom,Muskmelon,Neem Leaves,Neem Sticks,Nimbu Mirchi,Onion,Orange,Pak Choi,Papaya,Parsley,Peach,Pear,Peas,Pineapple,Plum,Pointed Gourd,Pomegranate,Potato,Pumpkin,Radish,Raw Banana,Raw Papaya,Ridge Gourd,Rosemary,Round Gourd,Salad,Sambhar Mix,Sapota,Snake Gourd,Spinach,Sponge Gourd,Spring Onion,Sprouts,Star Fruit,Stir Fry Mix,Strawberry,Sugarcane,Summer Squash,Sun Melon,Sweet Corn,Sweet Lime,Sweet Potato,Sweet Tamarind,Tapioca,Thyme,Tindli,Tomato,Turmeric,Watermelon,Wood Apple,Yam,Zucchini
3,8,28,44,0,0,4,0,0,6,107,72,0,0,69,68,83,4,28,4,11,73,58,7,9,106,77,195,136,36,18,9,123,0,16,0,65,26,10,131,7,11,176,83,0,3,0,21,0,40,27,7,0,2,2,5,2,0,0,101,102,0,3,27,9,3,17,0,0,29,32,1,1,20,1,28,91,0,2,4,3,115,73,158,1,1,10,69,129,0,155,52,0,0,1,245,31,8,16,108,4,13,15,18,5,21,15,196,16,12,13,12,22,0,23,10,2,14,9,98,12,65,45,0,0,0,4,0,9,108,15,36,3,0,292,0,327,30,94,5,3,98
145,228,959,1915,0,86,25,0,0,43,423,3748,0,0,196,6584,2399,5,6942,69,19,12122,9202,55,291,299,2984,10582,5862,2670,51,208,8803,0,3235,0,2031,5459,1060,8069,519,560,14037,1904,0,85,0,106,22,539,222,4,0,0,7,3,68,0,0,4022,7690,0,51,744,85,16,148,0,3,2864,224,93,31,12,174,814,14426,0,2,1,5,7549,124,584,367,26,244,4576,2358,10,3042,3129,0,0,0,15242,440,4,807,130,732,387,2199,126,392,3850,175,13840,2477,80,311,327,2483,23,0,90,9,500,552,3073,5644,619,1053,0,0,0,7,4,247,1290,589,139,48,0,7,15,19925,397,4632,332,202,574
11,26,90,386,0,12,113,0,0,85,144,544,0,0,222,407,354,0,262,79,50,438,317,0,8,239,312,867,552,274,77,75,453,0,77,0,370,140,65,486,88,14,1401,199,0,18,0,63,14,83,0,0,0,0,0,0,35,0,0,345,491,0,28,254,0,1,11,0,1,92,25,15,13,74,10,164,471,0,11,0,11,660,60,736,42,7,41,487,244,55,462,335,0,0,40,977,168,0,178,120,93,70,151,89,49,120,74,680,111,0,37,24,82,10,90,0,0,70,19,195,124,155,548,0,0,0,0,33,60,232,76,10,14,0,0,0,1589,51,537,74,26,251
0,3,7,55,0,0,0,9,0,3,20,95,0,2,6,67,62,0,46,4,1,72,66,7,23,15,84,79,128,74,2,2,160,0,28,13,144,18,1,178,0,11,160,134,0,1,0,11,0,137,42,4,1,3,9,5,19,11,7,111,86,1,0,38,6,2,12,12,0,16,22,0,0,1,0,9,134,0,0,2,1,105,12,15,0,3,1,56,57,2,59,36,0,1,0,228,12,0,18,2,2,9,7,3,0,24,12,167,37,20,20,11,36,2,9,0,0,13,6,72,7,11,100,0,0,0,1,0,6,47,6,14,0,5,0,3,275,5,69,1,28,6
105,97,571,6096,0,112,24,111,6,77,444,11089,27,11,151,2509,2187,3,1876,228,13,3500,2697,18,274,517,1903,3735,3726,1948,76,146,4426,18,880,318,4667,1363,208,4715,212,92,7791,1633,1,480,0,668,91,990,472,169,6,44,127,83,131,120,116,2326,3522,32,81,5802,29,104,1003,384,0,805,183,19,64,27,10,3120,4600,12,0,54,8,2959,121,614,455,143,127,4720,1775,24,1465,7114,8,5,316,7096,1892,1,4443,81,1067,767,1076,781,575,1078,1849,6049,1032,370,311,125,1027,14,500,70,13,0,179,2094,724,567,1268,0,2,2,45,220,684,1125,1930,419,170,30,9,5,9138,228,9924,708,262,309
13,138,259,604,0,11,8,326,20,10,219,1183,18,17,52,1729,1282,0,1783,14,6,2890,2695,11,539,175,1555,2036,2317,1131,20,27,2830,63,877,880,939,1001,280,2402,80,248,3181,1304,0,32,2,37,10,1300,387,13,2,9,51,20,70,12,279,1405,2003,25,17,302,11,16,101,623,0,805,65,18,0,2,9,129,3730,6,0,5,2,1663,76,141,74,20,26,1102,989,3,1039,699,2,6,0,4299,99,5,334,33,93,91,195,42,53,1242,118,3834,1116,623,349,399,1679,9,552,19,6,179,0,1214,429,69,337,0,0,1,3,0,43,566,172,243,13,48,3,9,4932,103,1055,70,329,161
87,1019,2540,7011,0,48,120,834,83,135,2248,14313,68,30,889,17382,11325,15,11618,252,105,22080,19248,139,2424,3840,13248,23862,26313,16050,549,210,29163,169,5455,3081,8533,7541,1821,44199,735,650,35712,11434,1,369,10,481,89,6792,7606,117,18,94,434,251,818,148,668,14090,20484,250,68,3942,165,103,944,3668,8,4468,491,79,256,186,81,2042,31612,85,5,79,52,15912,776,3752,276,77,487,8631,14120,22,11355,6475,21,16,1040,41109,1534,46,4067,398,557,631,5476,583,319,8337,1882,35799,6779,3119,1250,1005,7987,98,3073,195,72,2094,1214,0,4739,3689,4066,2,5,4,61,892,429,5721,1681,1786,147,124,72,63,54537,974,11710,724,1337,1773
102,331,1029,2475,0,69,47,0,0,52,408,4635,0,0,220,7924,3056,1,9665,83,21,17788,11704,22,332,431,3698,12452,7174,3976,96,170,13502,0,3479,0,2730,6055,1196,11106,618,759,19696,2563,0,142,0,149,18,785,154,2,0,1,3,6,196,0,0,6028,9870,0,38,1101,54,8,135,0,1,4920,187,98,101,20,141,1130,21565,0,2,2,8,8317,168,792,313,28,305,5280,2917,6,3475,3744,0,0,236,20420,724,2,1255,173,646,402,3158,162,345,8024,464,18860,3816,39,616,325,1784,12,5644,124,7,724,429,4739,0,1211,1264,0,0,0,5,577,329,1425,700,95,61,0,3,6,26006,434,6347,590,359,640
19,86,601,1262,0,6,60,0,0,56,935,2368,0,0,368,5538,2100,9,3024,73,128,5189,4575,44,215,1022,5135,9411,6739,3788,260,72,7185,0,1543,0,1565,2190,35,8055,312,157,9501,1878,0,98,0,214,23,894,358,8,0,0,9,10,265,0,0,4232,5537,0,14,1205,82,13,122,0,1,1713,182,0,198,95,0,552,6235,0,0,4,43,2806,372,1909,36,13,387,1738,2747,0,3007,1747,0,0,570,11382,573,22,749,369,165,150,2478,160,66,2115,471,9061,1684,104,358,56,945,65,619,155,11,567,69,3689,1211,0,1029,2,0,0,6,565,245,1541,315,220,47,0,19,8,13029,337,2932,266,341,955
124,223,1001,4601,0,51,102,261,35,170,1544,8432,29,21,513,4837,4939,5,3169,285,83,5751,5144,46,513,2138,4194,8583,8276,3723,264,346,9094,48,1803,544,5688,2072,828,8893,544,210,18651,3914,2,453,6,506,131,1894,1107,95,9,65,199,148,366,219,244,5054,7072,49,111,3130,150,131,684,795,9,1217,382,73,102,97,58,2068,8917,29,7,42,34,8084,449,3137,373,95,211,5083,3477,93,4267,4869,9,8,491,15733,1312,25,2284,302,664,612,1865,477,425,1585,1242,12064,1606,657,384,249,1658,45,1053,548,100,1268,337,4066,1264,1029,0,1,5,4,36,220,554,4980,1137,632,150,55,23,33,20247,508,8319,467,423,1085
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,4,0,0,0,0,3,0,4,17,0,0,0,7,6,0,1,0,1,7,4,0,1,6,3,19,14,4,1,0,6,1,3,2,6,3,5,5,0,0,13,7,0,1,0,1,1,2,3,0,0,0,1,0,0,1,2,9,4,0,0,1,0,0,3,8,0,0,0,0,0,0,0,1,8,0,0,0,0,10,1,2,0,1,0,5,4,4,14,5,0,0,0,17,4,2,2,0,0,0,0,1,0,0,5,13,2,1,0,0,1,0,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,8,8,1,0,0,1,0,21,0,8,0,0,3
0,0,2,18,0,0,0,0,0,0,1,24,0,0,1,3,1,0,1,1,0,5,3,0,2,6,5,4,10,5,0,0,7,0,1,0,9,0,0,11,0,0,11,3,0,0,0,0,0,5,3,2,0,1,0,1,0,1,0,5,2,0,0,12,0,0,3,4,0,0,0,0,0,0,0,3,11,0,0,0,0,14,0,0,0,0,0,9,4,0,4,6,0,0,0,10,3,0,5,0,0,4,0,2,0,2,7,6,0,2,0,0,1,0,0,0,0,2,1,4,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,12,0,13,0,1,4
1,4,13,92,0,0,0,5,3,1,20,185,7,0,0,31,40,0,30,4,1,43,45,4,12,13,50,51,79,17,1,2,104,0,18,13,175,22,10,90,0,9,109,57,0,12,0,18,2,54,13,9,4,5,4,4,4,10,2,54,68,4,1,38,5,28,60,8,0,6,28,0,0,0,0,24,86,1,0,3,3,71,12,16,3,19,0,121,47,4,45,106,0,0,0,161,26,0,74,0,11,8,0,15,13,17,35,128,16,11,9,7,27,4,7,0,1,45,3,61,5,6,36,0,0,0,0,0,7,54,63,25,9,7,2,0,151,10,238,1,5,4
0,0,178,297,0,0,13,0,0,6,57,609,0,0,35,1354,488,0,1007,14,15,2120,1520,0,1,143,946,1757,1482,1575,37,1,1693,0,487,0,414,873,1,1821,72,0,2954,273,0,25,0,55,7,151,0,0,0,0,0,0,134,0,0,883,1528,0,0,357,0,1,0,0,0,660,0,0,103,9,0,127,1633,0,0,0,4,321,43,327,0,0,165,298,648,0,413,547,0,0,235,2784,196,0,261,47,8,26,642,44,0,642,153,2572,907,0,94,1,181,0,4,33,0,220,0,892,577,565,220,0,0,0,0,0,69,196,110,52,13,0,0,0,3778,94,758,119,131,281
55,34,191,1722,0,54,25,0,0,42,175,2323,0,0,64,882,649,0,670,99,24,1272,918,5,28,157,627,1493,987,611,37,127,1210,0,227,0,1295,477,89,994,135,33,2925,364,0,138,0,423,40,132,30,26,0,0,3,1,37,0,0,742,1193,0,73,1776,16,8,145,0,0,291,70,33,33,23,14,1035,1426,0,0,1,5,1206,49,367,218,51,79,2047,436,4,611,4023,0,0,122,2457,806,4,1155,66,590,451,408,284,365,312,448,1999,318,12,85,27,229,9,247,60,6,684,43,429,329,245,554,1,0,0,7,69,0,336,548,48,63,0,5,0,3016,116,5240,365,63,189
83,232,1397,3643,1,46,76,407,48,90,3517,6803,29,26,699,7832,5970,7,3913,115,59,7830,6856,56,879,3231,6625,18612,14372,4997,246,212,12553,78,2229,1169,5002,2962,1168,12219,562,356,20241,5626,0,344,2,391,85,3118,1653,101,9,52,227,130,403,127,405,7063,9609,102,65,2614,211,188,693,1626,5,1524,491,47,80,48,89,1466,11876,25,5,46,32,9852,608,3618,283,89,241,5301,5264,11,8750,4202,13,11,482,21341,834,32,1891,428,434,432,2749,433,284,2167,1051,17229,2349,1162,632,449,2730,108,1290,232,47,1125,566,5721,1425,1541,4980,0,8,3,54,196,336,0,1084,1431,128,120,52,23,26375,678,7602,301,583,1490
171,84,887,6144,0,92,30,142,7,89,483,7585,14,13,149,2137,2382,3,1768,191,19,3286,2224,12,245,590,1593,3189,3505,1588,84,253,3770,20,658,304,5601,1056,410,3697,250,101,7028,1367,2,303,1,400,99,778,424,108,7,35,112,69,118,79,81,2147,3282,16,235,3627,24,91,768,344,9,572,141,128,24,42,41,3097,4005,13,2,52,6,4080,145,647,419,107,119,4370,1643,14,1454,4683,5,5,340,6410,3997,3,2657,107,1036,867,772,962,781,948,2538,5282,778,273,315,251,963,15,589,76,6,1930,172,1681,700,315,1137,0,8,4,63,110,548,1084,0,319,172,19,7,8,7991,255,7903,596,154,322
4,66,351,1055,0,1,8,292,29,22,509,2033,29,21,84,1607,2271,4,915,31,14,1934,1644,24,474,807,1613,2129,3869,1434,55,19,2556,54,593,569,1345,884,154,2872,43,82,3821,1353,0,93,1,137,18,1247,655,49,4,34,88,66,127,37,190,1428,2100,57,15,629,54,71,232,677,8,251,186,1,40,24,0,332,2663,12,0,32,7,1691,186,505,10,27,52,1079,1299,3,1336,968,4,3,283,4142,226,8,705,46,30,127,181,96,19,376,356,4162,1263,576,304,262,951,36,139,10,14,419,243,1786,95,220,632,0,1,0,25,52,48,1431,319,0,35,124,14,18,5014,180,1567,65,341,291
41,10,83,340,0,27,1,13,0,19,56,542,2,0,26,216,183,0,191,69,6,303,255,0,27,69,163,349,318,127,7,66,466,2,90,28,530,131,40,385,58,10,673,205,0,106,1,99,43,110,29,12,0,0,8,7,10,12,9,236,381,3,33,360,3,33,103,25,0,52,30,19,4,4,9,285,411,1,0,5,1,379,30,85,79,54,18,641,166,3,168,447,2,1,28,755,179,0,185,15,145,86,97,73,118,94,121,648,105,20,22,15,78,3,48,14,0,170,13,147,61,47,150,0,0,0,9,13,63,128,172,35,0,4,1,1,851,41,734,99,16,39
0,24,40,65,0,1,0,45,9,1,42,201,9,2,11,139,207,0,100,1,0,97,149,0,74,41,146,117,324,83,2,0,329,16,59,136,203,76,57,329,0,0,280,244,1,12,0,6,4,225,43,3,0,3,12,4,11,4,43,186,226,15,1,18,0,23,35,93,0,0,3,1,0,0,0,9,299,0,0,2,2,163,15,20,0,14,0,134,180,1,153,50,0,0,0,570,10,1,51,0,2,8,0,4,0,25,18,353,119,72,46,32,89,0,0,0,5,30,48,124,0,0,55,0,0,0,7,0,0,120,19,124,4,0,1,0,538,19,99,1,92,15
1,9,8,26,0,0,0,0,8,2,57,33,0,0,37,30,36,1,17,0,6,31,22,3,3,60,35,90,59,16,10,3,53,0,11,2,33,8,1,64,0,8,65,33,0,1,1,10,0,23,18,2,0,2,1,0,2,0,0,64,45,1,0,11,8,3,10,1,0,3,14,0,0,7,0,7,39,0,0,1,4,45,41,101,1,0,2,29,49,0,89,23,0,0,0,125,14,10,8,64,2,7,5,4,0,9,8,72,8,7,4,2,12,292,7,0,0,9,3,72,3,19,23,0,1,0,2,0,5,52,7,14,1,1,0,1,144,15,33,0,2,44
0,6,6,26,0,0,0,0,0,0,14,37,0,0,0,72,43,1,49,0,0,113,51,15,13,24,93,80,64,49,1,3,93,0,62,0,43,21,0,89,0,15,89,65,0,2,0,6,0,33,31,1,0,0,1,2,8,0,0,50,58,0,0,16,5,3,16,0,0,6,16,0,0,0,0,10,124,0,0,0,0,52,7,21,1,0,0,37,17,0,25,25,0,0,0,131,10,0,7,4,3,6,5,1,2,16,6,145,14,10,13,4,45,0,15,0,3,5,9,63,6,8,33,0,0,0,0,0,0,23,8,18,1,0,1,0,169,1,57,0,4,13
595,2257,9840,33620,0,413,571,2532,199,732,9187,71737,262,114,4515,81530,44046,31,57522,1067,447,120600,103424,356,6945,11626,59422,152518,112721,66921,1434,1562,213323,556,24025,8682,45568,40562,10264,178767,4495,3361,241607,53696,4,1848,21,2247,425,23789,11377,374,49,340,1462,788,3351,459,2485,101372,148709,630,492,21974,499,486,3345,12109,38,23677,2312,543,1095,417,683,10558,178746,191,21,319,167,110185,2882,17374,2469,438,2287,52358,48292,130,48734,39019,63,49,5853,408558,8269,96,16208,3194,4450,3565,37651,2734,2648,38491,7422,312319,29686,8946,5832,3752,28022,327,19925,1589,275,9138,4932,54537,26006,13029,20247,1,21,12,151,3778,3016,26375,7991,5014,851,538,144,169,0,4285,72036,3800,5155,7709
33,72,923,618,0,17,28,48,4,30,239,966,7,3,191,1201,1525,2,1226,48,14,1761,1445,9,97,257,892,2164,1935,733,77,52,2275,6,441,70,919,801,215,1972,186,80,3473,1124,0,83,0,80,18,420,105,9,0,2,18,8,60,4,24,1691,3330,13,28,364,31,24,57,80,0,526,84,12,65,45,41,325,2019,3,0,8,13,1817,218,495,70,18,108,966,1035,2,817,732,0,0,132,3986,275,8,338,116,127,91,501,117,76,696,170,3342,598,77,143,133,407,30,397,51,5,228,103,974,434,337,508,0,0,0,10,94,116,678,255,180,41,19,15,1,4285,0,1204,182,173,253
615,661,3151,26358,0,418,168,550,51,421,2473,50512,76,44,1007,16020,12460,10,13897,841,134,27716,20192,104,1279,3187,12383,29464,22706,12325,417,1103,34464,67,5246,1498,28697,8730,1400,31002,1756,762,64582,10251,5,1679,2,2555,331,4548,2278,378,20,116,480,305,760,425,370,17148,26459,83,504,25170,127,349,3303,1784,22,5438,1060,304,286,144,130,11092,37806,45,7,108,50,27733,824,4440,2908,550,676,36492,11079,161,11160,60597,30,17,1869,60276,8613,26,19773,761,4856,3152,7416,3933,2722,8280,6803,49348,7266,1524,1506,885,6286,94,4632,537,69,9924,1055,11710,6347,2932,8319,1,8,13,238,758,5240,7602,7903,1567,734,99,33,57,72036,1204,0,3939,1183,1941
101,69,388,1302,0,66,22,19,2,62,144,2110,5,2,108,1027,801,0,1093,97,13,1894,1179,0,59,161,618,1752,1283,574,61,107,1814,1,358,26,2170,547,102,1880,203,42,3401,667,0,122,0,226,40,280,31,8,1,8,6,5,48,11,4,1009,1606,0,76,1041,0,12,94,30,0,533,25,33,49,19,36,744,1994,1,2,2,6,1551,78,301,206,77,92,2451,799,3,552,2463,0,3,127,3208,537,0,749,68,430,201,449,247,236,986,356,2692,620,24,197,82,500,5,332,74,1,708,70,724,590,266,467,0,0,0,1,119,365,301,596,65,99,1,0,0,3800,182,3939,0,136,183
8,116,331,547,0,7,15,420,11,11,260,1222,34,21,69,1786,1421,0,1754,28,10,2322,2601,5,517,212,1704,2032,2413,1285,46,18,2912,44,792,664,1151,1601,70,2604,79,37,3478,1388,1,36,0,64,14,1620,307,15,7,16,47,30,130,11,165,1786,2263,21,12,467,14,19,124,499,0,930,42,0,173,8,1,177,3204,4,0,10,3,1400,85,233,18,14,142,1005,1000,0,987,717,3,3,99,4797,132,0,359,39,45,55,514,80,20,1137,169,4212,1450,393,651,192,918,3,202,26,28,262,329,1337,359,341,423,0,0,1,5,131,63,583,154,341,16,92,2,4,5155,173,1183,136,0,182
30,114,483,1393,0,29,130,83,41,186,2814,1864,5,5,1265,3212,1804,21,1298,183,231,3174,2141,13,156,4102,2291,8420,4391,1760,359,167,2559,15,573,124,1188,958,272,2817,276,78,6007,980,0,86,2,235,39,545,222,39,3,9,37,23,235,22,44,2053,2592,7,57,795,38,32,195,268,1,664,96,23,74,166,30,553,2834,4,5,6,90,2540,546,3044,116,33,225,1524,1339,5,4412,1323,0,1,267,5378,490,39,597,469,241,298,761,175,126,849,347,3981,1020,171,210,170,672,98,574,251,6,309,161,1773,640,955,1085,0,3,4,4,281,189,1490,322,291,39,15,44,13,7709,253,1941,183,182,0
